"Workout #";"Date";"Workout Name";"Duration (sec)";"Exercise Name";"Set Order";"Weight (kg)";"Reps";"RPE";"Distance (meters)";"Seconds";"Notes";"Workout Notes"
"54";"2025-04-07 16:52:14";"Leg Day";"3900";"Seated Leg Press (Machine)";"5";"162.0";"11";"";"";"";"";""
"54";"2025-04-07 16:52:14";"Leg Day";"3900";"Seated Leg Press (Machine)";"6";"138.0";"11";"";"";"";"";""
"54";"2025-04-07 16:52:14";"Leg Day";"3900";"Seated Leg Press (Machine)";"7";"152.0";"11";"";"";"";"";""
"54";"2025-04-07 16:52:14";"Leg Day";"3900";"Seated Leg Press (Machine)";"8";"102.0";"8";"";"";"";"";""
"54";"2025-04-07 16:52:14";"Leg Day";"3900";"Leg Extension (Machine)";"9";"55.5";"15";"";"";"";"";""
"54";"2025-04-07 16:52:14";"Leg Day";"3900";"Leg Extension (Machine)";"10";"38.0";"15";"";"";"";"";""
"54";"2025-04-07 16:52:14";"Leg Day";"3900";"Leg Extension (Machine)";"11";"42.5";"11";"";"";"";"";""
"54";"2025-04-07 16:52:14";"Leg Day";"3900";"Seated Leg Curl (Machine)";"12";"49.5";"13";"";"";"";"";""
"54";"2025-04-07 16:52:14";"Leg Day";"3900";"Seated Leg Curl (Machine)";"13";"39.5";"10";"";"";"";"";""
"54";"2025-04-07 16:52:14";"Leg Day";"3900";"Seated Leg Curl (Machine)";"14";"38.0";"11";"";"";"";"";""
"54";"2025-04-07 16:52:14";"Leg Day";"3900";"Hip Abductor (Machine)";"15";"67.5";"14";"";"";"";"";""
"54";"2025-04-07 16:52:14";"Leg Day";"3900";"Hip Abductor (Machine)";"16";"63.5";"10";"";"";"";"";""
"54";"2025-04-07 16:52:14";"Leg Day";"3900";"Hip Abductor (Machine)";"17";"61.5";"11";"";"";"";"";""
"54";"2025-04-07 16:52:14";"Leg Day";"3900";"Hip Adductor (Machine)";"18";"57.0";"15";"";"";"";"";""
"54";"2025-04-07 16:52:14";"Leg Day";"3900";"Hip Adductor (Machine)";"19";"54.5";"15";"";"";"";"";""
"54";"2025-04-07 16:52:14";"Leg Day";"3900";"Hip Adductor (Machine)";"20";"51.0";"11";"";"";"";"";""
"54";"2025-04-07 16:52:14";"Leg Day";"3900";"Hip Adductor (Machine)";"21";"50.5";"13";"";"";"";"";""
"54";"2025-04-07 16:52:14";"Leg Day";"3900";"Standing Calf Raise (Machine)";"22";"127.5";"15";"";"";"";"";""
"54";"2025-04-07 16:52:14";"Leg Day";"3900";"Standing Calf Raise (Machine)";"23";"94.5";"20";"";"";"";"";""
"54";"2025-04-07 16:52:14";"Leg Day";"3900";"Standing Calf Raise (Machine)";"24";"106.5";"17";"";"";"";"";""
"54";"2025-04-07 16:52:14";"Leg Day";"3900";"Standing Calf Raise (Machine)";"25";"108.5";"14";"";"";"";"";""
"55";"2025-04-08 19:25:07";"Upper Body";"4440";"Bench Press (Barbell)";"1";"77.0";"10";"";"";"";"";""
"55";"2025-04-08 19:25:07";"Upper Body";"4440";"Bench Press (Barbell)";"2";"69.5";"10";"";"";"";"";""
"55";"2025-04-08 19:25:07";"Upper Body";"4440";"Bench Press (Barbell)";"3";"64.0";"8";"";"";"";"";""
"55";"2025-04-08 19:25:07";"Upper Body";"4440";"Seated Row (Cable)";"4";"55.0";"9";"";"";"";"";""
"55";"2025-04-08 19:25:07";"Upper Body";"4440";"Seated Row (Cable)";"5";"52.5";"10";"";"";"";"";""
"55";"2025-04-08 19:25:07";"Upper Body";"4440";"Seated Row (Cable)";"6";"40.0";"9";"";"";"";"";""
"55";"2025-04-08 19:25:07";"Upper Body";"4440";"Seated Row (Cable)";"7";"45.5";"11";"";"";"";"";""
"55";"2025-04-08 19:25:07";"Upper Body";"4440";"Shoulder Press (Plate Loaded)";"8";"32.0";"11";"";"";"";"";""
"55";"2025-04-08 19:25:07";"Upper Body";"4440";"Shoulder Press (Plate Loaded)";"9";"32.5";"11";"";"";"";"";""
"55";"2025-04-08 19:25:07";"Upper Body";"4440";"Shoulder Press (Plate Loaded)";"10";"28.0";"12";"";"";"";"";""
"55";"2025-04-08 19:25:07";"Upper Body";"4440";"Shoulder Press (Plate Loaded)";"11";"36.5";"11";"";"";"";"";""
"55";"2025-04-08 19:25:07";"Upper Body";"4440";"Lat Pulldown (Cable)";"12";"43.0";"10";"";"";"";"";""
"55";"2025-04-08 19:25:07";"Upper Body";"4440";"Lat Pulldown (Cable)";"13";"52.5";"10";"";"";"";"";""
"55";"2025-04-08 19:25:07";"Upper Body";"4440";"Lat Pulldown (Cable)";"14";"54.0";"9";"";"";"";"";""
"55";"2025-04-08 19:25:07";"Upper Body";"4440";"Bicep Curl (Cable)";"15";"26.5";"11";"";"";"";"";""
"55";"2025-04-08 19:25:07";"Upper Body";"4440";"Bicep Curl (Cable)";"16";"25.0";"11";"";"";"";"";""
"55";"2025-04-08 19:25:07";"Upper Body";"4440";"Bicep Curl (Cable)";"17";"16.5";"10";"";"";"";"";""
"55";"2025-04-08 19:25:07";"Upper Body";"4440";"Triceps Extension (Machine)";"18";"24.5";"11";"";"";"";"";""
"55";"2025-04-08 19:25:07";"Upper Body";"4440";"Triceps Extension (Machine)";"19";"21.5";"12";"";"";"";"";""
"55";"2025-04-08 19:25:07";"Upper Body";"4440";"Triceps Extension (Machine)";"20";"32.5";"12";"";"";"";"";""
"55";"2025-04-08 19:25:07";"Upper Body";"4440";"Triceps Extension (Machine)";"21";"26.5";"10";"";"";"";"";""
"55";"2025-04-08 19:25:07";"Upper Body";"4440";"Crunch (Machine)";"22";"34.5";"15";"";"";"";"";""
"55";"2025-04-08 19:25:07";"Upper Body";"4440";"Crunch (Machine)";"23";"37.5";"18";"";"";"";"";""
"55";"2025-04-08 19:25:07";"Upper Body";"4440";"Crunch (Machine)";"24";"52.0";"12";"";"";"";"";""
"56";"2025-04-09 16:45:28";"Full Body";"3420";"Running (Treadmill)";"1";"";"";"";"1052.0";"442.0";"";""
"56";"2025-04-09 16:45:28";"Full Body";"3420";"Squat (Barbell)";"2";"48.5";"8";"";"";"";"";""
"56";"2025-04-09 16:45:28";"Full Body";"3420";"Squat (Barbell)";"3";"50.5";"8";"";"";"";"";""
"56";"2025-04-09 16:45:28";"Full Body";"3420";"Squat (Barbell)";"4";"69.0";"10";"";"";"";"";""
"56";"2025-04-09 16:45:28";"Full Body";"3420";"Bench Press (Barbell)";"5";"57.0";"10";"";"";"";"";""
"56";"2025-04-09 16:45:28";"Full Body";"3420";"Bench Press (Barbell)";"6";"73.5";"10";"";"";"";"";""
"56";"2025-04-09 16:45:28";"Full Body";"3420";"Bench Press (Barbell)";"7";"55.0";"8";"";"";"";"";""
"56";"2025-04-09 16:45:28";"Full Body";"3420";"Seated Row (Machine)";"8";"55.5";"12";"";"";"";"";""
"56";"2025-04-09 16:45:28";"Full Body";"3420";"Seated Row (Machine)";"9";"38.0";"11";"";"";"";"";""
"56";"2025-04-09 16:45:28";"Full Body";"3420";"Seated Row (Machine)";"10";"39.5";"11";"";"";"";"";""
"56";"2025-04-09 16:45:28";"Full Body";"3420";"Seated Row (Machine)";"11";"49.5";"8";"";"";"";"";""
"56";"2025-04-09 16:45:28";"Full Body";"3420";"Shoulder Press (Machine)";"12";"36.5";"10";"";"";"";"";""
"56";"2025-04-09 16:45:28";"Full Body";"3420";"Shoulder Press (Machine)";"13";"41.5";"11";"";"";"";"";""
"56";"2025-04-09 16:45:28";"Full Body";"3420";"Shoulder Press (Machine)";"14";"47.5";"9";"";"";"";"";""
"56";"2025-04-09 16:45:28";"Full Body";"3420";"Bicep Curl (Machine)";"15";"16.5";"12";"";"";"";"";""
"56";"2025-04-09 16:45:28";"Full Body";"3420";"Bicep Curl (Machine)";"16";"30.0";"11";"";"";"";"";""
"56";"2025-04-09 16:45:28";"Full Body";"3420";"Standing Calf Raise (Machine)";"17";"96.5";"15";"";"";"";"";""
"56";"2025-04-09 16:45:28";"Full Body";"3420";"Standing Calf Raise (Machine)";"18";"126.0";"12";"";"";"";"";""
"56";"2025-04-09 16:45:28";"Full Body";"3420";"Standing Calf Raise (Machine)";"19";"122.5";"15";"";"";"";"";""
"56";"2025-04-09 16:45:28";"Full Body";"3420";"Crunch (Machine)";"20";"33.0";"18";"";"";"";"";""
"56";"2025-04-09 16:45:28";"Full Body";"3420";"Crunch (Machine)";"21";"28.5";"15";"";"";"";"";""
"56";"2025-04-09 16:45:28";"Full Body";"3420";"Crunch (Machine)";"22";"29.5";"15";"";"";"";"";""
"56";"2025-04-09 16:45:28";"Full Body";"3420";"Crunch (Machine)";"23";"43.5";"13";"";"";"";"";""
"57";"2025-04-10 09:34:42";"Push";"5040";"Running (Treadmill)";"1";"";"";"";"1177.0";"563.0";"";""
"57";"2025-04-10 09:34:42";"Push";"5040";"Bench Press (Barbell)";"2";"81.0";"8";"";"";"";"";""
"57";"2025-04-10 09:34:42";"Push";"5040";"Bench Press (Barbell)";"3";"61.0";"8";"";"";"";"";""
"57";"2025-04-10 09:34:42";"Push";"5040";"Bench Press (Barbell)";"4";"66.5";"8";"";"";"";"";""
"57";"2025-04-10 09:34:42";"Push";"5040";"Bench Press (Barbell)";"5";"85.0";"7";"";"";"";"";""
"57";"2025-04-10 09:34:42";"Push";"5040";"Incline Chest Press (Machine)";"6";"52.5";"8";"";"";"";"";""
"57";"2025-04-10 09:34:42";"Push";"5040";"Incline Chest Press (Machine)";"7";"67.0";"9";"";"";"";"";""
"57";"2025-04-10 09:34:42";"Push";"5040";"Incline Chest Press (Machine)";"8";"44.0";"10";"";"";"";"";""
"57";"2025-04-10 09:34:42";"Push";"5040";"Chest Fly";"9";"21.5";"10";"";"";"";"";""
"57";"2025-04-10 09:34:42";"Push";"5040";"Chest Fly";"10";"21.5";"12";"";"";"";"";""
"57";"2025-04-10 09:34:42";"Push";"5040";"Chest Fly";"11";"20.5";"11";"";"";"";"";""
"57";"2025-04-10 09:34:42";"Push";"5040";"Shoulder Press (Machine)";"12";"41.0";"8";"";"";"";"";""
"57";"2025-04-10 09:34:42";"Push";"5040";"Shoulder Press (Machine)";"13";"36.5";"12";"";"";"";"";""
"57";"2025-04-10 09:34:42";"Push";"5040";"Shoulder Press (Machine)";"14";"33.0";"8";"";"";"";"";""
"57";"2025-04-10 09:34:42";"Push";"5040";"Shoulder Press (Machine)";"15";"45.5";"8";"";"";"";"";""
"57";"2025-04-10 09:34:42";"Push";"5040";"Front Raise (Cable)";"16";"13.0";"11";"";"";"";"";""
"57";"2025-04-10 09:34:42";"Push";"5040";"Front Raise (Cable)";"17";"10.5";"12";"";"";"";"";""
"57";"2025-04-10 09:34:42";"Push";"5040";"Front Raise (Cable)";"18";"9.0";"13";"";"";"";"";""
"57";"2025-04-10 09:34:42";"Push";"5040";"Triceps Pushdown (Cable - Straight Bar)";"19";"39.5";"11";"";"";"";"";""
"57";"2025-04-10 09:34:42";"Push";"5040";"Triceps Pushdown (Cable - Straight Bar)";"20";"40.0";"14";"";"";"";"";""
"57";"2025-04-10 09:34:42";"Push";"5040";"Triceps Pushdown (Cable - Straight Bar)";"21";"27.5";"10";"";"";"";"";""
"57";"2025-04-10 09:34:42";"Push";"5040";"Triceps Extension (Cable)";"22";"24.5";"14";"";"";"";"";""
"57";"2025-04-10 09:34:42";"Push";"5040";"Triceps Extension (Cable)";"23";"17.0";"10";"";"";"";"";""
"57";"2025-04-10 09:34:42";"Push";"5040";"Triceps Extension (Cable)";"24";"19.0";"10";"";"";"";"";""
"58";"2025-04-11 10:14:41";"Pull";"3720";"Pull Up";"1";"0.0";"12";"";"";"";"";""
"58";"2025-04-11 10:14:41";"Pull";"3720";"Pull Up";"2";"0.0";"5";"";"";"";"";""
"58";"2025-04-11 10:14:41";"Pull";"3720";"Pull Up";"3";"0.0";"8";"";"";"";"";""
"58";"2025-04-11 10:14:41";"Pull";"3720";"Lat Pulldown (Cable)";"4";"63.0";"12";"";"";"";"";""
"58";"2025-04-11 10:14:41";"Pull";"3720";"Lat Pulldown (Cable)";"5";"46.5";"8";"";"";"";"";""
"58";"2025-04-11 10:14:41";"Pull";"3720";"Lat Pulldown (Cable)";"6";"52.5";"10";"";"";"";"";""
"58";"2025-04-11 10:14:41";"Pull";"3720";"Seated Wide-Grip Row (Cable)";"7";"46.0";"11";"";"";"";"";""
"58";"2025-04-11 10:14:41";"Pull";"3720";"Seated Wide-Grip Row (Cable)";"8";"44.0";"11";"";"";"";"";""
"58";"2025-04-11 10:14:41";"Pull";"3720";"Seated Wide-Grip Row (Cable)";"9";"57.0";"10";"";"";"";"";""
"58";"2025-04-11 10:14:41";"Pull";"3720";"Reverse Fly (Machine)";"10";"9.5";"12";"";"";"";"";""
"58";"2025-04-11 10:14:41";"Pull";"3720";"Reverse Fly (Machine)";"11";"14.5";"13";"";"";"";"";""
"58";"2025-04-11 10:14:41";"Pull";"3720";"Reverse Fly (Machine)";"12";"11.0";"11";"";"";"";"";""
"58";"2025-04-11 10:14:41";"Pull";"3720";"Bicep Curl (Barbell)";"13";"28.5";"12";"";"";"";"";""
"58";"2025-04-11 10:14:41";"Pull";"3720";"Bicep Curl (Barbell)";"14";"31.5";"8";"";"";"";"";""
"58";"2025-04-11 10:14:41";"Pull";"3720";"Bicep Curl (Barbell)";"15";"21.5";"8";"";"";"";"";""
"58";"2025-04-11 10:14:41";"Pull";"3720";"Bicep Curl (Dumbbell)";"16";"16.0";"11";"";"";"";"";""
"58";"2025-04-11 10:14:41";"Pull";"3720";"Bicep Curl (Dumbbell)";"17";"8.5";"12";"";"";"";"";""
"58";"2025-04-11 10:14:41";"Pull";"3720";"Bicep Curl (Dumbbell)";"18";"16.0";"12";"";"";"";"";""
"59";"2025-04-14 10:33:37";"Leg Day";"3780";"Squat (Barbell)";"1";"50.0";"6";"";"";"";"";""
"59";"2025-04-14 10:33:37";"Leg Day";"3780";"Squat (Barbell)";"2";"77.0";"6";"";"";"";"";""
"59";"2025-04-14 10:33:37";"Leg Day";"3780";"Squat (Barbell)";"3";"69.0";"9";"";"";"";"";""
"59";"2025-04-14 10:33:37";"Leg Day";"3780";"Squat (Barbell)";"4";"99.5";"11";"";"";"";"";""
"59";"2025-04-14 10:33:37";"Leg Day";"3780";"Seated Leg Press (Machine)";"5";"145.0";"8";"";"";"";"";""
"59";"2025-04-14 10:33:37";"Leg Day";"3780";"Seated Leg Press (Machine)";"6";"150.0";"12";"";"";"";"";""
"59";"2025-04-14 10:33:37";"Leg Day";"3780";"Seated Leg Press (Machine)";"7";"154.0";"11";"";"";"";"";""
"59";"2025-04-14 10:33:37";"Leg Day";"3780";"Leg Extension (Machine)";"8";"37.0";"12";"";"";"";"";""
"59";"2025-04-14 10:33:37";"Leg Day";"3780";"Leg Extension (Machine)";"9";"35.5";"11";"";"";"";"";""
"59";"2025-04-14 10:33:37";"Leg Day";"3780";"Leg Extension (Machine)";"10";"40.5";"12";"";"";"";"";""
"59";"2025-04-14 10:33:37";"Leg Day";"3780";"Seated Leg Curl (Machine)";"11";"47.5";"12";"";"";"";"";""
"59";"2025-04-14 10:33:37";"Leg Day";"3780";"Seated Leg Curl (Machine)";"12";"44.5";"13";"";"";"";"";""
"59";"2025-04-14 10:33:37";"Leg Day";"3780";"Seated Leg Curl (Machine)";"13";"50.5";"15";"";"";"";"";""
"59";"2025-04-14 10:33:37";"Leg Day";"3780";"Seated Leg Curl (Machine)";"14";"45.5";"11";"";"";"";"";""
"59";"2025-04-14 10:33:37";"Leg Day";"3780";"Hip Adductor (Machine)";"15";"57.5";"15";"";"";"";"";""
"59";"2025-04-14 10:33:37";"Leg Day";"3780";"Hip Adductor (Machine)";"16";"49.5";"15";"";"";"";"";""
"59";"2025-04-14 10:33:37";"Leg Day";"3780";"Hip Adductor (Machine)";"17";"72.0";"13";"";"";"";"";""
"59";"2025-04-14 10:33:37";"Leg Day";"3780";"Standing Calf Raise (Machine)";"18";"96.5";"12";"";"";"";"";""
"59";"2025-04-14 10:33:37";"Leg Day";"3780";"Standing Calf Raise (Machine)";"19";"132.0";"13";"";"";"";"";""
"59";"2025-04-14 10:33:37";"Leg Day";"3780";"Standing Calf Raise (Machine)";"20";"136.0";"20";"";"";"";"";""
"59";"2025-04-14 10:33:37";"Leg Day";"3780";"Standing Calf Raise (Machine)";"21";"85.5";"20";"";"";"";"";""
"60";"2025-04-17 16:59:34";"Push";"5220";"Bench Press (Barbell)";"1";"71.5";"11";"";"";"";"";""
"60";"2025-04-17 16:59:34";"Push";"5220";"Bench Press (Barbell)";"2";"60.0";"8";"";"";"";"";""
"60";"2025-04-17 16:59:34";"Push";"5220";"Bench Press (Barbell)";"3";"80.0";"8";"";"";"";"";""
"60";"2025-04-17 16:59:34";"Push";"5220";"Bench Press (Barbell)";"4";"66.0";"9";"";"";"";"";""
"60";"2025-04-17 16:59:34";"Push";"5220";"Incline Chest Press (Machine)";"5";"43.5";"9";"";"";"";"";""
"60";"2025-04-17 16:59:34";"Push";"5220";"Incline Chest Press (Machine)";"6";"67.0";"12";"";"";"";"";""
"60";"2025-04-17 16:59:34";"Push";"5220";"Incline Chest Press (Machine)";"7";"48.5";"12";"";"";"";"";""
"60";"2025-04-17 16:59:34";"Push";"5220";"Incline Chest Press (Machine)";"8";"60.5";"9";"";"";"";"";""
"60";"2025-04-17 16:59:34";"Push";"5220";"Chest Fly";"9";"14.0";"14";"";"";"";"";""
"60";"2025-04-17 16:59:34";"Push";"5220";"Chest Fly";"10";"18.5";"12";"";"";"";"";""
"60";"2025-04-17 16:59:34";"Push";"5220";"Chest Fly";"11";"17.0";"14";"";"";"";"";""
"60";"2025-04-17 16:59:34";"Push";"5220";"Shoulder Press (Machine)";"12";"52.5";"9";"";"";"";"";""
"60";"2025-04-17 16:59:34";"Push";"5220";"Shoulder Press (Machine)";"13";"53.0";"8";"";"";"";"";""
"60";"2025-04-17 16:59:34";"Push";"5220";"Shoulder Press (Machine)";"14";"34.0";"11";"";"";"";"";""
"60";"2025-04-17 16:59:34";"Push";"5220";"Front Raise (Cable)";"15";"11.5";"13";"";"";"";"";""
"60";"2025-04-17 16:59:34";"Push";"5220";"Front Raise (Cable)";"16";"11.5";"11";"";"";"";"";""
"60";"2025-04-17 16:59:34";"Push";"5220";"Front Raise (Cable)";"17";"12.0";"15";"";"";"";"";""
"60";"2025-04-17 16:59:34";"Push";"5220";"Triceps Pushdown (Cable - Straight Bar)";"18";"30.5";"10";"";"";"";"";""
"60";"2025-04-17 16:59:34";"Push";"5220";"Triceps Pushdown (Cable - Straight Bar)";"19";"39.5";"11";"";"";"";"";""
"60";"2025-04-17 16:59:34";"Push";"5220";"Triceps Pushdown (Cable - Straight Bar)";"20";"22.0";"11";"";"";"";"";""
"60";"2025-04-17 16:59:34";"Push";"5220";"Triceps Extension (Cable)";"21";"30.0";"15";"";"";"";"";""
"60";"2025-04-17 16:59:34";"Push";"5220";"Triceps Extension (Cable)";"22";"17.0";"15";"";"";"";"";""
"60";"2025-04-17 16:59:34";"Push";"5220";"Triceps Extension (Cable)";"23";"28.0";"10";"";"";"";"";""
"61";"2025-04-21 12:41:27";"Pull";"4200";"Running (Treadmill)";"1";"";"";"";"1141.0";"360.0";"";""
"61";"2025-04-21 12:41:27";"Pull";"4200";"Pull Up";"2";"0.0";"5";"";"";"";"";""
"61";"2025-04-21 12:41:27";"Pull";"4200";"Pull Up";"3";"0.0";"6";"";"";"";"";""
"61";"2025-04-21 12:41:27";"Pull";"4200";"Pull Up";"4";"0.0";"8";"";"";"";"";""
"61";"2025-04-21 12:41:27";"Pull";"4200";"Pull Up";"5";"0.0";"5";"";"";"";"";""
"61";"2025-04-21 12:41:27";"Pull";"4200";"Lat Pulldown (Cable)";"6";"57.0";"12";"";"";"";"";""
"61";"2025-04-21 12:41:27";"Pull";"4200";"Lat Pulldown (Cable)";"7";"62.5";"10";"";"";"";"";""
"61";"2025-04-21 12:41:27";"Pull";"4200";"Lat Pulldown (Cable)";"8";"51.5";"10";"";"";"";"";""
"61";"2025-04-21 12:41:27";"Pull";"4200";"Seated Wide-Grip Row (Cable)";"9";"46.5";"10";"";"";"";"";""
"61";"2025-04-21 12:41:27";"Pull";"4200";"Seated Wide-Grip Row (Cable)";"10";"43.5";"8";"";"";"";"";""
"61";"2025-04-21 12:41:27";"Pull";"4200";"Seated Wide-Grip Row (Cable)";"11";"39.0";"10";"";"";"";"";""
"61";"2025-04-21 12:41:27";"Pull";"4200";"Reverse Fly (Machine)";"12";"15.0";"13";"";"";"";"";""
"61";"2025-04-21 12:41:27";"Pull";"4200";"Reverse Fly (Machine)";"13";"14.5";"11";"";"";"";"";""
"61";"2025-04-21 12:41:27";"Pull";"4200";"Reverse Fly (Machine)";"14";"8.5";"11";"";"";"";"";""
"61";"2025-04-21 12:41:27";"Pull";"4200";"Bicep Curl (Barbell)";"15";"27.0";"11";"";"";"";"";""
"61";"2025-04-21 12:41:27";"Pull";"4200";"Bicep Curl (Barbell)";"16";"30.5";"9";"";"";"";"";""
"61";"2025-04-21 12:41:27";"Pull";"4200";"Bicep Curl (Barbell)";"17";"25.5";"12";"";"";"";"";""
"61";"2025-04-21 12:41:27";"Pull";"4200";"Bicep Curl (Dumbbell)";"18";"16.0";"12";"";"";"";"";""
"61";"2025-04-21 12:41:27";"Pull";"4200";"Bicep Curl (Dumbbell)";"19";"13.5";"10";"";"";"";"";""
"61";"2025-04-21 12:41:27";"Pull";"4200";"Bicep Curl (Dumbbell)";"20";"12.0";"12";"";"";"";"";""
"62";"2025-04-22 17:42:34";"Leg Day";"2820";"Running (Treadmill)";"1";"";"";"";"900.0";"420.0";"";""
"62";"2025-04-22 17:42:34";"Leg Day";"2820";"Seated Leg Press (Machine)";"2";"95.0";"12";"";"";"";"";""
"62";"2025-04-22 17:42:34";"Leg Day";"2820";"Seated Leg Press (Machine)";"3";"110.5";"8";"";"";"";"";""
"62";"2025-04-22 17:42:34";"Leg Day";"2820";"Seated Leg Press (Machine)";"4";"101.5";"8";"";"";"";"";""
"62";"2025-04-22 17:42:34";"Leg Day";"2820";"Leg Extension (Machine)";"5";"55.5";"14";"";"";"";"";""
"62";"2025-04-22 17:42:34";"Leg Day";"2820";"Leg Extension (Machine)";"6";"56.5";"14";"";"";"";"";""
"62";"2025-04-22 17:42:34";"Leg Day";"2820";"Leg Extension (Machine)";"7";"57.5";"13";"";"";"";"";""
"62";"2025-04-22 17:42:34";"Leg Day";"2820";"Hip Abductor (Machine)";"8";"57.0";"10";"";"";"";"";""
"62";"2025-04-22 17:42:34";"Leg Day";"2820";"Hip Abductor (Machine)";"9";"56.5";"11";"";"";"";"";""
"62";"2025-04-22 17:42:34";"Leg Day";"2820";"Hip Abductor (Machine)";"10";"66.5";"13";"";"";"";"";""
"62";"2025-04-22 17:42:34";"Leg Day";"2820";"Hip Adductor (Machine)";"11";"56.0";"10";"";"";"";"";""
"62";"2025-04-22 17:42:34";"Leg Day";"2820";"Hip Adductor (Machine)";"12";"56.0";"13";"";"";"";"";""
"62";"2025-04-22 17:42:34";"Leg Day";"2820";"Hip Adductor (Machine)";"13";"49.5";"13";"";"";"";"";""
"62";"2025-04-22 17:42:34";"Leg Day";"2820";"Standing Calf Raise (Machine)";"14";"89.5";"17";"";"";"";"";""
"62";"2025-04-22 17:42:34";"Leg Day";"2820";"Standing Calf Raise (Machine)";"15";"106.5";"13";"";"";"";"";""
"62";"2025-04-22 17:42:34";"Leg Day";"2820";"Standing Calf Raise (Machine)";"16";"95.0";"12";"";"";"";"";""
"63";"2025-04-24 17:56:06";"Upper Body";"4920";"Bench Press (Barbell)";"1";"79.5";"8";"";"";"";"";""
"63";"2025-04-24 17:56:06";"Upper Body";"4920";"Bench Press (Barbell)";"2";"78.0";"10";"";"";"";"";""
"63";"2025-04-24 17:56:06";"Upper Body";"4920";"Bench Press (Barbell)";"3";"60.5";"8";"";"";"";"";""
"63";"2025-04-24 17:56:06";"Upper Body";"4920";"Seated Row (Cable)";"4";"47.5";"10";"";"";"";"";""
"63";"2025-04-24 17:56:06";"Upper Body";"4920";"Seated Row (Cable)";"5";"56.0";"8";"";"";"";"";""
"63";"2025-04-24 17:56:06";"Upper Body";"4920";"Seated Row (Cable)";"6";"55.5";"8";"";"";"";"";""
"63";"2025-04-24 17:56:06";"Upper Body";"4920";"Shoulder Press (Plate Loaded)";"7";"27.5";"11";"";"";"";"";""
"63";"2025-04-24 17:56:06";"Upper Body";"4920";"Shoulder Press (Plate Loaded)";"8";"26.5";"11";"";"";"";"";""
"63";"2025-04-24 17:56:06";"Upper Body";"4920";"Shoulder Press (Plate Loaded)";"9";"42.0";"9";"";"";"";"";""
"63";"2025-04-24 17:56:06";"Upper Body";"4920";"Lat Pulldown (Cable)";"10";"49.0";"8";"";"";"";"";""
"63";"2025-04-24 17:56:06";"Upper Body";"4920";"Lat Pulldown (Cable)";"11";"57.0";"10";"";"";"";"";""
"63";"2025-04-24 17:56:06";"Upper Body";"4920";"Lat Pulldown (Cable)";"12";"58.5";"11";"";"";"";"";""
"63";"2025-04-24 17:56:06";"Upper Body";"4920";"Lat Pulldown (Cable)";"13";"45.0";"9";"";"";"";"";""
"63";"2025-04-24 17:56:06";"Upper Body";"4920";"Bicep Curl (Cable)";"14";"25.0";"11";"";"";"";"";""
"63";"2025-04-24 17:56:06";"Upper Body";"4920";"Bicep Curl (Cable)";"15";"20.5";"11";"";"";"";"";""
"63";"2025-04-24 17:56:06";"Upper Body";"4920";"Bicep Curl (Cable)";"16";"21.5";"10";"";"";"";"";""
"63";"2025-04-24 17:56:06";"Upper Body";"4920";"Triceps Extension (Machine)";"17";"28.5";"10";"";"";"";"";""
"63";"2025-04-24 17:56:06";"Upper Body";"4920";"Triceps Extension (Machine)";"18";"33.0";"12";"";"";"";"";""
"63";"2025-04-24 17:56:06";"Upper Body";"4920";"Triceps Extension (Machine)";"19";"23.5";"11";"";"";"";"";""
"63";"2025-04-24 17:56:06";"Upper Body";"4920";"Crunch (Machine)";"20";"32.5";"20";"";"";"";"";""
"63";"2025-04-24 17:56:06";"Upper Body";"4920";"Crunch (Machine)";"21";"38.5";"18";"";"";"";"";""
"63";"2025-04-24 17:56:06";"Upper Body";"4920";"Crunch (Machine)";"22";"45.5";"12";"";"";"";"";""
"63";"2025-04-24 17:56:06";"Upper Body";"4920";"Crunch (Machine)";"23";"34.5";"14";"";"";"";"";""
"64";"2025-04-25 18:18:39";"Full Body";"4260";"Running (Treadmill)";"1";"";"";"";"1597.0";"349.0";"";""
"64";"2025-04-25 18:18:39";"Full Body";"4260";"Squat (Barbell)";"2";"73.0";"10";"";"";"";"";""
"64";"2025-04-25 18:18:39";"Full Body";"4260";"Squat (Barbell)";"3";"63.5";"8";"";"";"";"";""
"64";"2025-04-25 18:18:39";"Full Body";"4260";"Squat (Barbell)";"4";"43.5";"8";"";"";"";"";""
"64";"2025-04-25 18:18:39";"Full Body";"4260";"Squat (Barbell)";"5";"82.0";"8";"";"";"";"";""
"64";"2025-04-25 18:18:39";"Full Body";"4260";"Bench Press (Barbell)";"6";"79.0";"9";"";"";"";"";""
"64";"2025-04-25 18:18:39";"Full Body";"4260";"Bench Press (Barbell)";"7";"63.5";"9";"";"";"";"";""
"64";"2025-04-25 18:18:39";"Full Body";"4260";"Bench Press (Barbell)";"8";"55.5";"8";"";"";"";"";""
"64";"2025-04-25 18:18:39";"Full Body";"4260";"Seated Row (Machine)";"9";"55.5";"8";"";"";"";"";""
"64";"2025-04-25 18:18:39";"Full Body";"4260";"Seated Row (Machine)";"10";"47.5";"11";"";"";"";"";""
"64";"2025-04-25 18:18:39";"Full Body";"4260";"Seated Row (Machine)";"11";"46.5";"12";"";"";"";"";""
"64";"2025-04-25 18:18:39";"Full Body";"4260";"Seated Row (Machine)";"12";"50.0";"9";"";"";"";"";""
